,rating_num_weights,rating_average_weight,playing_time,min_age,min_players,max_players,mechanics,categories,families
Agents of SMERSH,97,2.4639,90,13,1,4,"['Area Movement', 'Cooperative Game', 'Dice Rolling', 'Narrative Choice / Paragraph', 'Point to Point Movement', 'Role Playing', 'Storytelling', 'Variable Player Powers']","['Adventure', 'Exploration', 'Spies/Secret Agents']","['Components: Dice with Icons', 'Crowdfunding: Kickstarter', 'Players: Games with Solitaire Rules']"
Subbuteo,135,1.7852,20,6,2,2,"['Flicking', 'Simulation']","['Action / Dexterity', 'Sports']","['Game: Subbuteo', 'Sports: Football / Soccer', 'Cities: Bergamo (Italy)', 'Components: Table Football (Soccer) Dexterity Games', 'Mechanism: Finger Flicking Games', 'Players: Two-Player Only Games', 'Sports Teams: Arsenal Football Club', 'Sports Teams: Atalanta', 'Sports Teams: Athletic Bilbao', 'Sports Teams: Atletico de Madrid', 'Sports Teams: Barcelona', 'Sports Teams: Benfica', 'Sports Teams: Inter Milan', 'Sports Teams: Juventus', 'Sports Teams: Liverpool Football Club', 'Sports Teams: Napoli', 'Sports Teams: Olympique de Marseille', 'Sports Teams: Paris Saint Germain', 'Sports Teams: Real Madrid', 'Sports Teams: Real Sociedad', 'Sports Teams: Roma', 'Sports Teams: Sevilla FC', ""Sports Teams: UEFA Champion's League"", 'Sports Teams: UEFA European Championship (Euro)', 'Theme: FIFA World Cup']"
Gloom,725,1.6276,60,13,2,5,"['Hand Management', 'Layering', 'Lose a Turn', 'Storytelling', 'Take That']","['Card Game', 'Horror', 'Humor']","['Components: Transparent Elements', 'Digital Implementations: Steam', 'Game: Gloom']"
Pathfinder Adventure Card Game: Core Set,25,3.08,90,13,1,4,"['Cooperative Game', 'Deck, Bag, and Pool Building', 'Dice Rolling', 'Hand Management', 'Move Through Deck', 'Role Playing', 'Variable Player Powers']","['Adventure', 'Card Game', 'Fantasy', 'Fighting']","['Components: Standees', 'Digital Implementations: Steam', 'Series: Pathfinder Adventure Card Game (Paizo Publishing)', 'Setting: Pathfinder']"
Time of Legends: Joan of Arc,70,3.5143,90,14,2,4,"['Action Points', 'Area Movement', 'Dice Rolling', 'Hexagon Grid', 'Modular Board', 'Simulation', 'Variable Player Powers']","['Adventure', 'Fantasy', 'Fighting', 'Medieval', 'Miniatures', 'Religious', 'Wargame']","['Components: Game Trayz Inside', 'Components: Miniatures', 'Country: England', 'Country: France', 'Crowdfunding: Kickstarter', 'Game: Time of Legends – Joan of Arc', 'Historical Figures: Joan of Arc', 'History: Hundred Years Wars', 'Theme: Alternate History']"
Mall of Horror,337,1.9407,60,14,3,6,"['Dice Rolling', 'Player Elimination', 'Simultaneous Action Selection', 'Voting']","['Horror', 'Negotiation', 'Zombies']","['Components: Miniatures', 'Creatures: Zombies']"
Dungeon Universalis,100,4.3,180,12,1,6,"['Action Points', 'Action Queue', 'Cooperative Game', 'Dice Rolling', 'Grid Movement', 'Modular Board', 'Open Drafting', 'Role Playing', 'Variable Player Powers']","['Adventure', 'Exploration', 'Fantasy', 'Miniatures']","['Category: Dungeon Crawler', 'Components: Miniature agnostic', 'Components: Miniatures', 'Creatures: Monsters', 'Crowdfunding: Kickstarter', 'Digital Implementations: VASSAL', 'Players: One versus Many', 'Players: Wargames with Solitaire Rules']"
Dungeon Alliance,67,3.7015,180,12,1,4,"['Action Points', 'Cooperative Game', 'Deck, Bag, and Pool Building', 'Grid Movement', 'Hand Management', 'Modular Board', 'Open Drafting', 'Solo / Solitaire Game', 'Tile Placement']","['Adventure', 'Exploration', 'Fantasy', 'Fighting', 'Miniatures']","['Category: Dungeon Crawler', 'Components: Miniatures', 'Crowdfunding: Kickstarter', 'Digital Implementations: TableTop Simulator Mod (TTS)', 'Digital Implementations: VASSAL', 'Players: Games with Solitaire Rules']"
Zombie 15',87,2.2184,15,14,2,4,"['Action Points', 'Cooperative Game', 'Grid Movement', 'Modular Board', 'Scenario / Mission / Campaign Game', 'Variable Player Powers']","['Fighting', 'Horror', 'Real-time', 'Zombies']","['Admin: Better Description Needed!', 'Components: Miniatures', 'Creatures: Zombies', 'Crowdfunding: Kickstarter']"
Space Cadets,173,2.7399,120,8,3,6,"['Cooperative Game', 'Dice Rolling', 'Flicking', 'Grid Movement', 'Memory', 'Modular Board', 'Pattern Building', 'Pattern Recognition', 'Programmed Movement', 'Push Your Luck', 'Re-rolling and Locking', 'Real-Time', 'Scenario / Mission / Campaign Game', 'Set Collection', 'Variable Player Powers']","['Action / Dexterity', 'Puzzle', 'Real-time', 'Science Fiction', 'Space Exploration']","['Digital Implementations: Tabletopia', 'Game: Space Cadets', 'Series: Castle Line (Stronghold)']"
Mantis Falls,43,2.6977,90,14,2,3,"['Action Queue', 'Cooperative Game', 'Events', 'Hand Management', 'Hidden Roles', 'Semi-Cooperative Game', 'Traitor Game', 'Variable Set-up']","['Bluffing', 'Deduction']","['Crowdfunding: Kickstarter', 'Digital Implementations: Board Game Arena', 'Game: Werewolf / Mafia']"
Heroscape Master Set:  Battle for the Underdark,48,2.4792,60,8,2,2,"['Dice Rolling', 'Modular Board']","['Adventure', 'Fantasy', 'Fighting', 'Miniatures', 'Science Fiction']","['Creatures: Dragons', 'Game: Heroscape', 'Players: Two-Player Only Games', 'Setting: Dungeons & Dragons']"
DC Deck-Building Game: Forever Evil,42,2.4762,75,15,2,5,"['Deck, Bag, and Pool Building']","['Card Game', 'Comic Book / Strip']","['Admin: Better Description Needed!', 'Comic Books: DC Universe', 'Game: Cerberus Engine – Heroes', 'Theme: Superheroes', 'Theme: Villainy']"
High Frontier (Third Edition),114,4.7018,240,14,1,5,"['Auction/Bidding', 'Simulation', 'Variable Player Powers']","['Civilization', 'Industry / Manufacturing', 'Science Fiction', 'Space Exploration']","['Components: Map (Interplanetary or Interstellar scale)', 'Crowdfunding: Kickstarter', 'Game: High Frontier', ""Space: Earth's Solar System"", 'Space: Pluto']"
Castaways,145,3.0069,120,14,1,4,"['Dice Rolling', 'Push Your Luck', 'Semi-Cooperative Game', 'Variable Player Powers', 'Worker Placement']","['Adventure', 'Negotiation']","['Country: Spain', 'Digital Implementations: VASSAL', 'Players: Games with Solitaire Rules', 'Theme: Survival']"
Court of the Dead: Mourners Call,41,2.9512,90,14,2,5,"['Area Majority / Influence', 'Auction/Bidding', 'Closed Drafting', 'Contracts', 'Dice Rolling', 'End Game Bonuses', 'Hand Management', 'I Cut, You Choose', 'Income', 'Open Drafting', 'Resource to Move', 'Take That', 'Victory Points as a Resource', 'Worker Placement']","['Adventure', 'Fantasy', 'Miniatures', 'Mythology']","['Components: Miniatures', 'Crowdfunding: Kickstarter', 'Misc: LongPack Games']"
The Edge: Dawnfall,33,3.0606,90,14,1,4,"['Area Majority / Influence', 'Cooperative Game', 'Deck, Bag, and Pool Building', 'Dice Rolling', 'Grid Movement', 'Hand Management', 'Team-Based Game', 'Variable Player Powers']","['Fantasy', 'Fighting', 'Miniatures', 'Science Fiction', 'Wargame']","['Crowdfunding: Kickstarter', 'Digital Implementations: TableTop Simulator Mod (TTS)', 'Mechanism: Campaign Games']"
Monster Slaughter,45,2.1556,60,14,2,5,"['Action Points', 'Dice Rolling', 'Variable Player Powers']","['Horror', 'Humor', 'Miniatures']","['Components: Dice with Icons', 'Components: Game Box Used In Play', 'Components: Miniatures', 'Crowdfunding: Kickstarter', 'Movies: Horror Movies', 'Theme: Retro', 'Theme: Villainy']"
DungeonQuest: Revised Edition,78,1.9872,60,14,1,4,"['Area Movement', 'Dice Rolling', 'Network and Route Building', 'Open Drafting', 'Player Elimination', 'Push Your Luck', 'Rock-Paper-Scissors', 'Role Playing', 'Solo / Solitaire Game']","['Adventure', 'Exploration', 'Fantasy', 'Medieval']","['Components: Miniatures', 'Players: Games with Solitaire Rules', 'Series: Drakborgen', 'Setting: The Realms of Terrinoth']"
Bottom of the 9th,72,1.7222,20,13,1,2,"['Dice Rolling', 'Push Your Luck', 'Simultaneous Action Selection', 'Solo / Solitaire Game', 'Variable Player Powers']","['Bluffing', 'Deduction', 'Dice', 'Real-time', 'Sports']","['Crowdfunding: Kickstarter', 'Digital Implementations: Google Play', 'Digital Implementations: Steam', 'Game: Bottom of the 9th', 'Players: Games with Solitaire Rules', 'Sports: Baseball']"
The Adventurers: The Pyramid of Horus,115,1.7478,45,13,2,6,"['Action Points', 'Dice Rolling', 'Grid Movement', 'Pick-up and Deliver', 'Push Your Luck', 'Variable Player Powers']","['Adventure', 'Ancient', 'Exploration', 'Miniatures']","['Ancient: Egypt', 'Constructions: Pyramids', 'Country: Egypt', 'Game: The Adventurers', 'Occupation: Adventurer / Explorer', 'Theme: Archaeology / Paleontology']"
Frostgrave,28,2.75,120,12,2,8,"['Action Points', 'Dice Rolling', 'Line of Sight', 'Measurement Movement', 'Role Playing', 'Variable Player Powers']","['Book', 'Dice', 'Fantasy', 'Fighting', 'Miniatures', 'Wargame']","['Components: Miniature agnostic', 'Game: Frostgrave', 'Misc: Watch It Played How To Videos']"
Android: Infiltration,236,2.0975,45,14,2,6,"['Dice Rolling', 'Hand Management', 'Modular Board', 'Push Your Luck', 'Simultaneous Action Selection']","['Card Game', 'Exploration', 'Science Fiction', 'Spies/Secret Agents']","['Components: Standees', 'Setting: Android', 'Theme: Cyberpunk']"
Wings of War: Deluxe Set,85,2.0118,45,0,2,4,"['Action Queue', 'Player Elimination', 'Simulation', 'Simultaneous Action Selection']","['Aviation / Flight', 'Card Game', 'Wargame', 'World War I']","['Components: Miniatures', 'Components: Rulers', 'Game: Wings of Glory', 'Occupation: Aviator']"
Rum & Bones,60,2.3333,60,14,2,6,"['Action Points', 'Area Majority / Influence', 'Bias', 'Dice Rolling', 'Grid Movement', 'Variable Player Powers']","['Fantasy', 'Miniatures', 'Nautical', 'Pirates']","['Category: MOBA', 'Crowdfunding: Kickstarter', 'Game: Rum & Bones', 'Theme: Pirates']"
The Grizzled: Armistice Edition,24,2.3333,45,14,1,4,"['Communication Limits', 'Cooperative Game', 'Hand Management', 'Move Through Deck', 'Push Your Luck', 'Scenario / Mission / Campaign Game', 'Solo / Solitaire Game', 'Variable Player Powers']","['Card Game', 'World War I']","['Admin: Better Description Needed!', 'Digital Implementations: Google Play', 'Digital Implementations: Steam', 'Game: The Grizzled', 'Mechanism: Campaign Games']"
Waste Knights: Second Edition,68,3.0,180,14,1,4,"['Cooperative Game', 'Dice Rolling', 'Open Drafting', 'Pick-up and Deliver', 'Role Playing', 'Storytelling', 'Variable Player Powers']","['Adventure', 'Exploration', 'Science Fiction']","['Components: Miniatures', 'Country: Australia', 'Crowdfunding: Kickstarter', 'Theme: Post-Apocalyptic']"
Last Night on Earth: Timber Peak,46,2.6304,90,12,2,6,"['Dice Rolling', 'Hand Management', 'Modular Board', 'Roll / Spin and Move', 'Team-Based Game', 'Variable Player Powers']","['Fighting', 'Horror', 'Miniatures', 'Zombies']","['Creatures: Zombies', 'Series: Last Night on Earth Game Engine (Flying Frog Production)']"
Epic Spell Wars of the Battle Wizards: Duel at Mt. Skullzfyre,224,1.567,30,15,2,6,"['Dice Rolling', 'Hand Management', 'Take That']","['Fantasy', 'Fighting', 'Humor']","['Digital Implementations: Tabletopia', 'Game: Epic Spell Wars of the Battle Wizards']"
Godzilla: Tokyo Clash,36,2.2222,45,10,2,4,"['Advantage Token', 'Card Play Conflict Resolution', 'Hand Management', 'Hexagon Grid', 'Hidden Victory Points', 'Modular Board', 'Variable Player Powers']","['Card Game', 'Fighting', 'Movies / TV / Radio theme']","['Components: Miniatures', 'Country: Japan', 'Movies: Godzilla', 'Theme: Kaiju']"
"Run, Fight, or Die!",97,1.9485,40,13,1,4,"['Dice Rolling', 'Push Your Luck', 'Solo / Solitaire Game', 'Variable Player Powers']","['Fighting', 'Horror', 'Miniatures', 'Zombies']","['Components: Miniatures', 'Creatures: Zombies', 'Crowdfunding: Kickstarter', 'Players: Games with Solitaire Rules']"
Drako: Dragon & Dwarves,135,1.763,30,8,2,2,"['Action Points', 'Campaign / Battle Card Driven', 'Grid Movement', 'Hand Management', 'Hexagon Grid', 'Variable Player Powers']","['Fantasy', 'Fighting']","['Components: Miniatures', 'Creatures: Dragons', 'Creatures: Dwarves & Gnomes', 'Digital Implementations: Yucata', 'Misc: LongPack Games', 'Players: Two-Player Only Games']"
BattleTech: Introductory Box Set,78,3.5513,120,14,2,6,"['Dice Rolling', 'Hexagon Grid', 'Variable Player Powers']","['Fighting', 'Miniatures', 'Science Fiction', 'Wargame']","['Game: BattleTech', 'Theme: Mech Warfare']"
Illuminati,221,2.4842,120,12,2,6,['Hand Management'],"['Card Game', 'Novel-based', 'Political', 'Science Fiction']","['Components: Multi-Use Cards', 'Game: Illuminati', 'Mechanism: Tableau Building', 'Series: Pocket Box (Steve Jackson Games)']"
The Ravens of Thri Sahashri,48,3.4167,45,12,2,2,"['Communication Limits', 'Cooperative Game', 'Deduction', 'Pattern Building', 'Push Your Luck', 'Tile Placement']","['Card Game', 'Deduction']","['Country: Japan', 'Players: Two-Player Only Games', 'Theme: Anime / Manga']"
Fortress America,247,2.6397,180,12,2,4,"['Area Movement', 'Dice Rolling', 'Simulation']","['Science Fiction', 'Wargame']","['Country: USA', 'Series: Gamemaster (Milton Bradley)', 'Theme: Alternate History', 'Theme: Helicopters']"
Deckscape: Test Time,55,1.6,90,12,1,6,"['Cooperative Game', 'Move Through Deck', 'Real-Time']","['Card Game', 'Puzzle', 'Real-time']","['Category: Escape Room Games', 'Misc: Limited Replayability', 'Players: Games with Solitaire Rules', 'Series: Deckscape (dV Giochi)', 'Theme: Time Travel']"
G.I. JOE Deck-Building Game,22,2.7273,70,13,1,4,"['Cooperative Game', 'Deck, Bag, and Pool Building']","['Card Game', 'Movies / TV / Radio theme']","['Game: G.I. JOE Deck-Building Game', 'Organizations: Game Designers of North Carolina', 'Toys: G.I. Joe']"
Shadowrift,68,2.7059,120,14,1,6,"['Cooperative Game', 'Deck, Bag, and Pool Building', 'Hand Management']","['Card Game', 'Fantasy']","['Crowdfunding: Kickstarter', 'Digital Implementations: Tabletopia']"
Escape the Dark Sector,34,2.0,60,0,1,4,"['Cooperative Game', 'Dice Rolling', 'Die Icon Resolution', 'Paper-and-Pencil', 'Push Your Luck', 'Role Playing', 'Storytelling']","['Adventure', 'Card Game', 'Dice', 'Horror', 'Science Fiction']","['Components: Dice with Icons', 'Crowdfunding: Kickstarter', 'Theme: Boss Battle']"
Village Attacks,30,2.6,180,14,1,5,"['Area Movement', 'Cooperative Game', 'Dice Rolling', 'Modular Board', 'Solo / Solitaire Game', 'Variable Player Powers']","['Fantasy', 'Horror', 'Medieval', 'Mythology', 'Puzzle']","['Admin: Better Description Needed!', 'Category: Tower Defense', 'Components: Miniatures', 'Creatures: Monsters', 'Creatures: Vampires', 'Crowdfunding: Kickstarter', 'Players: Games with Solitaire Rules', 'Theme: Villainy']"
The World of SMOG: Rise of Moloch,33,2.9091,90,14,2,5,"['Campaign / Battle Card Driven', 'Dice Rolling', 'Grid Movement', 'Modular Board', 'Team-Based Game', 'Variable Phase Order', 'Variable Player Powers']","['Adventure', 'Horror', 'Miniatures', 'Post-Napoleonic', 'Science Fiction']","['Category: Dungeon Crawler', 'Country: England', 'Creatures: Monsters', 'Crowdfunding: Kickstarter', 'Mechanism: Campaign Games', 'Players: One versus Many', 'Setting: The World of SMOG', 'Theme: Steampunk']"
Warhammer Quest: Silver Tower,29,2.3448,120,14,2,4,"['Cooperative Game', 'Dice Rolling', 'Modular Board', 'Role Playing', 'Storytelling', 'Variable Player Powers']","['Adventure', 'Exploration', 'Fantasy', 'Fighting', 'Miniatures']","['Admin: Better Description Needed!', 'Category: Dungeon Crawler', 'Components: Miniatures', 'Setting: Age of Sigmar']"
Thunderstone Advance: Worlds Collide,30,2.8,60,12,1,5,"['Deck, Bag, and Pool Building', 'Hand Management', 'Open Drafting']","['Card Game', 'Fantasy']","['Game: Thunderstone', 'Game: Thunderstone Advance', 'Players: Games with Solitaire Rules']"
Police Precinct,95,2.5684,90,13,1,6,"['Cooperative Game', 'Dice Rolling', 'Hand Management', 'Point to Point Movement', 'Variable Player Powers']","['Bluffing', 'Deduction', 'Murder/Mystery', 'Negotiation']","['Crowdfunding: Kickstarter', 'Digital Implementations: Tabletopia', 'Game: Police Precinct', 'Players: Games with Solitaire Rules', 'Theme: Police']"
Wings of War: Burning Drachens,173,1.9595,20,10,1,2,"['Action Queue', 'Player Elimination', 'Simulation', 'Simultaneous Action Selection', 'Solo / Solitaire Game']","['Aviation / Flight', 'Card Game', 'Wargame', 'World War I']","['Components: Miniatures', 'Game: Wings of Glory', 'Occupation: Aviator', 'Players: Games with Solitaire Rules', 'Players: Wargames with Solitaire Rules', 'Theme: Airships / Blimps / Dirigibles / Zeppelins']"
Conquest of Planet Earth: The Space Alien Game,106,2.2264,90,12,1,4,"['Action Points', 'Area Majority / Influence', 'Area Movement', 'Cooperative Game', 'Dice Rolling', 'Modular Board', 'Variable Player Powers']","['Horror', 'Miniatures', 'Science Fiction']","['Creatures: Aliens / Extraterrestrials', 'Players: Games with Solitaire Rules', 'Theme: Superheroes']"
Unlock!: Secret Adventures – A Noside Story,20,2.55,60,10,1,6,"['Cooperative Game', 'Storytelling']","['Card Game', 'Exploration', 'Puzzle', 'Real-time']","['Category: Escape Room Games', 'Components: Digital Hybrid – App/Website Required', 'Series: Unlock! (Space Cowboys)']"
Kingsport Festival,98,2.6122,90,12,3,5,"['Dice Rolling', 'Worker Placement', 'Worker Placement with Dice Workers']","['Dice', 'Fantasy', 'Horror', 'Novel-based']","['Theme: Cthulhu Mythos', 'Theme: Villainy']"
City of the Great Machine,48,3.625,90,14,1,4,"['Action Queue', 'Area Movement', 'Cooperative Game', 'Hidden Movement', 'Modular Board', 'Solo / Solitaire Game', 'Team-Based Game']",['Science Fiction'],"['Components: Dice with Icons', 'Components: Miniatures', 'Digital Implementations: Tabletopia', 'Misc: LongPack Games', 'Players: Games with Solitaire Rules', 'Players: One versus Many', 'Theme: Steampunk']"
Age of Conan: The Strategy Board Game,279,3.2724,90,12,2,4,"['Area Movement', 'Auction/Bidding', 'Dice Rolling', 'Multi-Use Cards', 'Variable Phase Order', 'Variable Player Powers']","['Adventure', 'Civilization', 'Fantasy', 'Fighting', 'Miniatures', 'Novel-based', 'Wargame']","['Characters: Conan the Barbarian', 'Components: Dice with Icons', 'Components: Map (Continental / National scale)', 'Components: Miniatures', 'Creatures: Monsters', 'Mechanism: Dice Drafting']"
